apple,https://finance.yahoo.com/quote/AAPL?p=AAPL&.tsrc=fin-srch
facebook,https://finance.yahoo.com/quote/FB?p=FB&.tsrc=fin-srch
google,https://finance.yahoo.com/quote/AMZN?p=AMZN&.tsrc=fin-srch
airbnb,https://finance.yahoo.com/quote/ABNB?p=ABNB&.tsrc=fin-srch
tesla,https://finance.yahoo.com/quote/TSLA?p=TSLA&.tsrc=fin-srch
novax,https://finance.yahoo.com/quote/NVAX?p=NVAX&.tsrc=fin-srch
ino,https://finance.yahoo.com/quote/INO?p=INO&.tsrc=fin-srch
